0.579   TIME(s) COMM             PID     PPID    RET ARGS
73.715  fish             74756   74419     0 /usr/bin/fish -c pacman -Si 'bpf'
73.718  uwsm             74758   74756     0 /usr/bin/uwsm check may-start
73.774  cat              74760   74756     0 /usr/bin/cat /home/gwimbly/.cache/wal/sequences
73.774  starship         74761   74756     0 /usr/bin/starship init fish
73.776  starship         74770   74756     0 /usr/bin/starship init fish --print-full-init
73.776  mktemp           74771   74756     0 /usr/bin/mktemp /tmp/.psub.XXXXXXXXXX
73.776  cat              74772   74756     0 /usr/bin/cat
73.777  rm               74781   74756     0 /usr/bin/rm /tmp/.psub.Jpprro7ugV
73.778  fastfetch        74782   74756     0 /usr/bin/fastfetch
73.778  sh               74783   74782     0 /bin/sh -c find "$HOME/.config/fastfetch/pngs/" -name "*.png" | sort -R | head -1
73.779  find             74784   74783     0 /usr/bin/find /home/gwimbly/.config/fastfetch/pngs/ -name *.png
73.779  head             74786   74783     0 /usr/bin/head -1
73.779  sort             74785   74783     0 /usr/bin/sort -R
73.783  fish             74787   74782     0 /usr/bin/fish --version
73.786  pacman           74788   74756     0 /usr/bin/pacman -Si bpf
74.367  nice             74789   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
74.367  nice             74790   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f DEVICE,TYPE device
74.367  nice             74791   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f DEVICE,TYPE device
74.368  nice             74792   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
74.368  nice             74793   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
74.368  ionice           74791   2381      0 /usr/bin/ionice -c3 nmcli -t -f DEVICE,TYPE device
74.368  ionice           74789   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
74.368  ionice           74790   2381      0 /usr/bin/ionice -c3 nmcli -t -f DEVICE,TYPE device
74.368  ionice           74792   2381      0 /usr/bin/ionice -c3 nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
74.368  ionice           74793   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
74.368  nmcli            74791   2381      0 /usr/bin/nmcli -t -f DEVICE,TYPE device
74.368  nmcli            74792   2381      0 /usr/bin/nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
74.368  gdbus            74789   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
74.368  nmcli            74790   2381      0 /usr/bin/nmcli -t -f DEVICE,TYPE device
74.368  gdbus            74793   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
74.370  nice             74808   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
74.371  ionice           74808   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
74.371  gdbus            74808   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
74.379  nice             74816   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
74.379  nice             74817   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
74.379  ionice           74816   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
74.379  ionice           74817   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
74.379  gdbus            74816   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
74.380  gdbus            74817   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
74.381  nice             74824   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
74.382  nice             74825   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
74.382  ionice           74824   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
74.382  ionice           74825   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
74.382  gdbus            74824   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
74.382  gdbus            74825   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
74.384  nice             74832   2381      0 /usr/bin/nice -n 19 ionice -c3 ip -4 addr show wlp8s0
74.384  nice             74833   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f IN-USE,SIGNAL,SSID device wifi list ifname wlp8s0
74.384  ionice           74832   2381      0 /usr/bin/ionice -c3 ip -4 addr show wlp8s0
74.384  ip               74832   2381      0 /usr/bin/ip -4 addr show wlp8s0
74.384  ionice           74833   2381      0 /usr/bin/ionice -c3 nmcli -t -f IN-USE,SIGNAL,SSID device wifi list ifname wlp8s0
74.384  nmcli            74833   2381      0 /usr/bin/nmcli -t -f IN-USE,SIGNAL,SSID device wifi list ifname wlp8s0
75.237  fish             74838   74419     0 /usr/bin/fish -c pacman -Si 'bpftop'
75.241  uwsm             74840   74838     0 /usr/bin/uwsm check may-start
75.300  cat              74842   74838     0 /usr/bin/cat /home/gwimbly/.cache/wal/sequences
75.300  starship         74843   74838     0 /usr/bin/starship init fish
75.302  starship         74852   74838     0 /usr/bin/starship init fish --print-full-init
75.302  mktemp           74853   74838     0 /usr/bin/mktemp /tmp/.psub.XXXXXXXXXX
75.302  cat              74854   74838     0 /usr/bin/cat
75.303  rm               74863   74838     0 /usr/bin/rm /tmp/.psub.xCk1dXrvyk
75.303  fastfetch        74864   74838     0 /usr/bin/fastfetch
75.304  sh               74865   74864     0 /bin/sh -c find "$HOME/.config/fastfetch/pngs/" -name "*.png" | sort -R | head -1
75.305  find             74866   74865     0 /usr/bin/find /home/gwimbly/.config/fastfetch/pngs/ -name *.png
75.305  sort             74867   74865     0 /usr/bin/sort -R
75.305  head             74868   74865     0 /usr/bin/head -1
75.309  fish             74869   74864     0 /usr/bin/fish --version
75.312  pacman           74870   74838     0 /usr/bin/pacman -Si bpftop
86.367  nice             74872   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
86.367  nice             74873   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f DEVICE,TYPE device
86.367  nice             74874   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f DEVICE,TYPE device
86.368  ionice           74873   2381      0 /usr/bin/ionice -c3 nmcli -t -f DEVICE,TYPE device
86.368  ionice           74874   2381      0 
86.368  ionice           74872   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
86.368  nice             74875   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
86.368  nice             74876   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
86.368  ionice           74876   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
86.368  gdbus            74872   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
86.368  ionice           74875   2381      0 /usr/bin/ionice -c3 nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
86.368  nmcli            74874   2381      0 /usr/bin/nmcli -t -f DEVICE,TYPE device
86.368  nmcli            74873   2381      0 /usr/bin/nmcli -t -f DEVICE,TYPE device
86.368  nmcli            74875   2381      0 /usr/bin/nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
86.368  gdbus            74876   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
86.371  nice             74890   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
86.371  ionice           74890   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
86.371  gdbus            74890   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
86.377  nice             74899   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
86.378  nice             74900   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
86.378  ionice           74899   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
86.378  gdbus            74899   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
86.378  ionice           74900   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
86.378  gdbus            74900   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
86.380  nice             74907   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
86.380  nice             74908   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
86.380  ionice           74907   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
86.380  ionice           74908   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
86.380  gdbus            74907   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
86.380  gdbus            74908   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
86.382  nice             74915   2381      0 /usr/bin/nice -n 19 ionice -c3 ip -4 addr show wlp8s0
86.382  nice             74916   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f IN-USE,SIGNAL,SSID device wifi list ifname wlp8s0
86.382  ionice           74915   2381      0 /usr/bin/ionice -c3 ip -4 addr show wlp8s0
86.382  ionice           74916   2381      0 /usr/bin/ionice -c3 nmcli -t -f IN-USE,SIGNAL,SSID device wifi list ifname wlp8s0
86.382  ip               74915   2381      0 /usr/bin/ip -4 addr show wlp8s0
86.383  nmcli            74916   2381      0 /usr/bin/nmcli -t -f IN-USE,SIGNAL,SSID device wifi list ifname wlp8s0
88.713  systemd-userwor  74921   607       0 /usr/lib/systemd/systemd-userwork xxxxxxxxxxxxxxxx
88.713  systemd-userwor  74922   607       0 /usr/lib/systemd/systemd-userwork xxxxxxxxxxxxxxxx
92.368  nice             74924   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
92.368  nice             74925   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f DEVICE,TYPE device
92.368  nice             74926   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f DEVICE,TYPE device
92.368  nice             74927   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
92.368  ionice           74924   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
92.368  nice             74928   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
92.368  ionice           74925   2381      0 /usr/bin/ionice -c3 nmcli -t -f DEVICE,TYPE device
92.368  ionice           74926   2381      0 /usr/bin/ionice -c3 nmcli -t -f DEVICE,TYPE device
92.368  ionice           74927   2381      0 /usr/bin/ionice -c3 nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
92.368  gdbus            74924   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
92.368  nmcli            74925   2381      0 /usr/bin/nmcli -t -f DEVICE,TYPE device
92.368  ionice           74928   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
92.369  nmcli            74926   2381      0 /usr/bin/nmcli -t -f DEVICE,TYPE device
92.369  nmcli            74927   2381      0 /usr/bin/nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
92.369  gdbus            74928   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
92.371  nice             74942   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
92.371  ionice           74942   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
92.371  gdbus            74942   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
92.378  nice             74951   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
92.378  ionice           74951   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
92.378  nice             74952   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
92.378  gdbus            74951   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
92.379  ionice           74952   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
92.379  gdbus            74952   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
92.380  nice             74959   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
92.381  ionice           74959   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
92.381  nice             74960   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
92.381  gdbus            74959   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
92.381  ionice           74960   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
92.381  gdbus            74960   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
92.383  nice             74968   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f IN-USE,SIGNAL,SSID device wifi list ifname wlp8s0
92.383  nice             74967   2381      0 /usr/bin/nice -n 19 ionice -c3 ip -4 addr show wlp8s0
92.383  ionice           74968   2381      0 /usr/bin/ionice -c3 nmcli -t -f IN-USE,SIGNAL,SSID device wifi list ifname wlp8s0
92.383  ionice           74967   2381      0 /usr/bin/ionice -c3 ip -4 addr show wlp8s0
92.383  ip               74967   2381      0 /usr/bin/ip -4 addr show wlp8s0
92.383  nmcli            74968   2381      0 /usr/bin/nmcli -t -f IN-USE,SIGNAL,SSID device wifi list ifname wlp8s0
99.087  nice             74975   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
99.088  nice             74976   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f DEVICE,TYPE device
99.088  nice             74977   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f DEVICE,TYPE device
99.088  nice             74978   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
99.088  ionice           74977   2381      0 /usr/bin/ionice -c3 nmcli -t -f DEVICE,TYPE device
99.088  nice             74979   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
99.088  ionice           74978   2381      0 /usr/bin/ionice -c3 nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
99.088  ionice           74975   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
99.088  ionice           74976   2381      0 /usr/bin/ionice -c3 nmcli -t -f DEVICE,TYPE device
99.088  nmcli            74977   2381      0 /usr/bin/nmcli -t -f DEVICE,TYPE device
99.088  ionice           74979   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
99.088  nmcli            74976   2381      0 /usr/bin/nmcli -t -f DEVICE,TYPE device
99.088  nmcli            74978   2381      0 /usr/bin/nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
99.088  gdbus            74975   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
99.088  gdbus            74979   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
99.091  nice             74995   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
99.091  ionice           74995   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
99.091  gdbus            74995   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
99.098  nice             75002   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
99.098  nice             75003   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
99.098  ionice           75002   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
99.098  ionice           75003   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
99.098  gdbus            75002   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
99.099  gdbus            75003   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
99.100  nice             75010   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
99.100  nice             75011   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
99.101  ionice           75010   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
99.101  ionice           75011   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
99.101  gdbus            75010   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
99.101  gdbus            75011   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
99.103  nice             75018   2381      0 /usr/bin/nice -n 19 ionice -c3 ip -4 addr show wlp8s0
