0.579   TIME(s) COMM             PID     PPID    RET ARGS
140.371 nice             75383   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
140.371 ionice           75383   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
140.371 gdbus            75383   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
140.378 nice             75394   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
140.379 nice             75395   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
140.379 ionice           75394   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
140.379 ionice           75395   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
140.379 gdbus            75394   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
140.379 gdbus            75395   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
140.381 nice             75402   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
140.381 nice             75403   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
140.381 ionice           75402   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
140.381 ionice           75403   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
140.381 gdbus            75402   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
140.381 gdbus            75403   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
140.383 nice             75410   2381      0 /usr/bin/nice -n 19 ionice -c3 ip -4 addr show wlp8s0
140.383 nice             75411   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f IN-USE,SIGNAL,SSID device wifi list ifname wlp8s0
140.383 ionice           75410   2381      0 /usr/bin/ionice -c3 ip -4 addr show wlp8s0
140.384 ionice           75411   2381      0 /usr/bin/ionice -c3 nmcli -t -f IN-USE,SIGNAL,SSID device wifi list ifname wlp8s0
140.384 ip               75410   2381      0 /usr/bin/ip -4 addr show wlp8s0
140.384 nmcli            75411   2381      0 /usr/bin/nmcli -t -f IN-USE,SIGNAL,SSID device wifi list ifname wlp8s0
146.368 nice             75416   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
146.368 nice             75417   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f DEVICE,TYPE device
146.368 nice             75418   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f DEVICE,TYPE device
146.368 nice             75419   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
146.368 ionice           75416   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
146.368 nice             75420   2381      0 
146.368 ionice           75418   2381      0 /usr/bin/ionice -c3 nmcli -t -f DEVICE,TYPE device
146.368 ionice           75417   2381      0 /usr/bin/ionice -c3 nmcli -t -f DEVICE,TYPE device
146.369 ionice           75419   2381      0 /usr/bin/ionice -c3 nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
146.369 ionice           75420   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
146.369 nmcli            75418   2381      0 /usr/bin/nmcli -t -f DEVICE,TYPE device
146.369 nmcli            75417   2381      0 /usr/bin/nmcli -t -f DEVICE,TYPE device
146.369 gdbus            75416   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
146.369 nmcli            75419   2381      0 /usr/bin/nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
146.369 gdbus            75420   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
146.372 nice             75439   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
146.372 ionice           75439   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
146.372 gdbus            75439   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
146.378 nice             75443   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
146.378 ionice           75443   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
146.378 gdbus            75443   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
146.379 nice             75444   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
146.379 ionice           75444   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
146.380 gdbus            75444   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
146.380 nice             75448   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
146.381 ionice           75448   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
146.381 gdbus            75448   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
146.381 nice             75452   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
146.382 ionice           75452   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
146.382 gdbus            75452   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
146.384 nice             75459   2381      0 /usr/bin/nice -n 19 ionice -c3 ip -4 addr show wlp8s0
146.384 nice             75460   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f IN-USE,SIGNAL,SSID device wifi list ifname wlp8s0
146.384 ionice           75459   2381      0 /usr/bin/ionice -c3 ip -4 addr show wlp8s0
146.384 ionice           75460   2381      0 /usr/bin/ionice -c3 nmcli -t -f IN-USE,SIGNAL,SSID device wifi list ifname wlp8s0
146.384 ip               75459   2381      0 /usr/bin/ip -4 addr show wlp8s0
146.384 nmcli            75460   2381      0 /usr/bin/nmcli -t -f IN-USE,SIGNAL,SSID device wifi list ifname wlp8s0
152.368 nice             75467   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
152.368 nice             75468   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f DEVICE,TYPE device
152.368 nice             75469   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f DEVICE,TYPE device
152.368 nice             75470   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
152.368 ionice           75467   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
152.368 ionice           75468   2381      0 /usr/bin/ionice -c3 nmcli -t -f DEVICE,TYPE device
152.368 nice             75471   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
152.369 ionice           75470   2381      0 /usr/bin/ionice -c3 nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
152.369 ionice           75469   2381      0 /usr/bin/ionice -c3 nmcli -t -f DEVICE,TYPE device
152.369 gdbus            75467   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
152.369 nmcli            75470   2381      0 /usr/bin/nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
152.369 nmcli            75469   2381      0 /usr/bin/nmcli -t -f DEVICE,TYPE device
152.369 ionice           75471   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
152.369 nmcli            75468   2381      0 /usr/bin/nmcli -t -f DEVICE,TYPE device
152.369 gdbus            75471   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
152.371 nice             75480   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
152.371 ionice           75480   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
152.371 gdbus            75480   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
152.378 nice             75494   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
152.378 ionice           75494   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
152.378 gdbus            75494   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
152.379 nice             75495   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
152.379 ionice           75495   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
152.379 gdbus            75495   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
152.380 nice             75499   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
152.380 ionice           75499   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
152.380 gdbus            75499   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
152.381 nice             75505   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
152.381 ionice           75505   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
152.382 gdbus            75505   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
152.382 nice             75507   2381      0 /usr/bin/nice -n 19 ionice -c3 ip -4 addr show wlp8s0
152.382 nice             75508   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f IN-USE,SIGNAL,SSID device wifi list ifname wlp8s0
152.382 ionice           75507   2381      0 /usr/bin/ionice -c3 ip -4 addr show wlp8s0
152.382 ionice           75508   2381      0 /usr/bin/ionice -c3 nmcli -t -f IN-USE,SIGNAL,SSID device wifi list ifname wlp8s0
152.382 ip               75507   2381      0 /usr/bin/ip -4 addr show wlp8s0
152.383 nmcli            75508   2381      0 /usr/bin/nmcli -t -f IN-USE,SIGNAL,SSID device wifi list ifname wlp8s0
159.152 nice             75518   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
159.152 nice             75519   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f DEVICE,TYPE device
159.152 nice             75520   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f DEVICE,TYPE device
159.152 nice             75521   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
159.152 nice             75522   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
159.152 ionice           75518   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
159.152 ionice           75519   2381      0 /usr/bin/ionice -c3 nmcli -t -f DEVICE,TYPE device
159.152 ionice           75520   2381      0 /usr/bin/ionice -c3 nmcli -t -f DEVICE,TYPE device
159.152 ionice           75521   2381      0 /usr/bin/ionice -c3 nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
159.152 ionice           75522   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
159.153 gdbus            75518   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
159.153 nmcli            75519   2381      0 /usr/bin/nmcli -t -f DEVICE,TYPE device
159.153 nmcli            75520   2381      0 /usr/bin/nmcli -t -f DEVICE,TYPE device
159.153 nmcli            75521   2381      0 /usr/bin/nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
159.153 gdbus            75522   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
159.155 nice             75538   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
159.155 ionice           75538   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
159.156 gdbus            75538   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
159.161 nice             75545   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
159.161 ionice           75545   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
159.161 gdbus            75545   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
159.161 nice             75546   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
159.162 ionice           75546   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
159.162 gdbus            75546   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
159.163 nice             75553   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
159.163 ionice           75553   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
159.164 nice             75554   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
159.164 gdbus            75553   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
159.164 ionice           75554   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
159.164 gdbus            75554   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/Devices/3 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Device State
159.166 nice             75561   2381      0 /usr/bin/nice -n 19 ionice -c3 ip -4 addr show wlp8s0
159.166 nice             75562   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f IN-USE,SIGNAL,SSID device wifi list ifname wlp8s0
159.166 ionice           75561   2381      0 /usr/bin/ionice -c3 ip -4 addr show wlp8s0
159.166 ionice           75562   2381      0 /usr/bin/ionice -c3 nmcli -t -f IN-USE,SIGNAL,SSID device wifi list ifname wlp8s0
159.166 ip               75561   2381      0 /usr/bin/ip -4 addr show wlp8s0
159.166 nmcli            75562   2381      0 /usr/bin/nmcli -t -f IN-USE,SIGNAL,SSID device wifi list ifname wlp8s0
164.368 nice             75567   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
164.368 nice             75568   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f DEVICE,TYPE device
164.368 nice             75569   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f DEVICE,TYPE device
164.368 nice             75570   2381      0 /usr/bin/nice -n 19 ionice -c3 nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
164.368 nice             75571   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
164.369 ionice           75569   2381      0 /usr/bin/ionice -c3 nmcli -t -f DEVICE,TYPE device
164.369 ionice           75568   2381      0 /usr/bin/ionice -c3 nmcli -t -f DEVICE,TYPE device
164.369 ionice           75570   2381      0 /usr/bin/ionice -c3 nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
164.369 ionice           75567   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
164.369 ionice           75571   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
164.369 nmcli            75569   2381      0 /usr/bin/nmcli -t -f DEVICE,TYPE device
164.369 nmcli            75568   2381      0 /usr/bin/nmcli -t -f DEVICE,TYPE device
164.369 gdbus            75571   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager WirelessEnabled
164.369 nmcli            75570   2381      0 /usr/bin/nmcli -t -f UUID,TYPE,DEVICE,STATE connection show --active
164.369 gdbus            75567   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager PrimaryConnection
164.372 nice             75587   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
164.372 ionice           75587   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
164.372 gdbus            75587   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager/ActiveConnection/2 --method org.freedesktop.DBus.Properties.Get org.freedesktop.NetworkManager.Connection.Active Type
164.379 nice             75594   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
164.379 ionice           75594   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
164.379 nice             75595   2381      0 /usr/bin/nice -n 19 ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
164.379 gdbus            75594   2381      0 /usr/bin/gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface enp7s0
164.379 ionice           75595   2381      0 /usr/bin/ionice -c3 gdbus call --system --dest org.freedesktop.NetworkManager --object-path /org/freedesktop/NetworkManager --method org.freedesktop.NetworkManager.GetDeviceByIpIface wlp8s0
